ArNS Domain,Process ID,Owner ID,Custom Eval Message Count,Used Permaweb Deploy,ArNS Domain Link,Process ID Link,Owner Link
vevivocodeq,zduZUutfza5s5lpNBy6o3DbFs0zYfxiD9FZUY2ASKC4,ciQ7RQ8QPPv3bGoMfN2SlYIr0n8ZDLZ7_aDW-hM9pLQ,1,,https://vevivocodeq.arweave.net,https://www.ao.link/#/entity/zduZUutfza5s5lpNBy6o3DbFs0zYfxiD9FZUY2ASKC4,https://www.ao.link/#/entity/ciQ7RQ8QPPv3bGoMfN2SlYIr0n8ZDLZ7_aDW-hM9pLQ
whatever,61b9FvaMevT3YZYY4OnigEBJV740ZS5RoDdrD-N6CMY,8s8ABYc_1oDZ553UKXLIzsUie48xc6V88Q1hPtky4C8,0,,https://whatever.arweave.net,https://www.ao.link/#/entity/61b9FvaMevT3YZYY4OnigEBJV740ZS5RoDdrD-N6CMY,https://www.ao.link/#/entity/8s8ABYc_1oDZ553UKXLIzsUie48xc6V88Q1hPtky4C8
vevivoinvegas,wvEaNCjRHFpIxife1EbZUyCdwDF_aAEgmodVThvpcbI,ciQ7RQ8QPPv3bGoMfN2SlYIr0n8ZDLZ7_aDW-hM9pLQ,0,,https://vevivoinvegas.arweave.net,https://www.ao.link/#/entity/wvEaNCjRHFpIxife1EbZUyCdwDF_aAEgmodVThvpcbI,https://www.ao.link/#/entity/ciQ7RQ8QPPv3bGoMfN2SlYIr0n8ZDLZ7_aDW-hM9pLQ
timestamp,kJoPSaaetDWxNvta0H7TQ6PPsTo2226gdY99xJRS-Fc,OU48aJtcq3KjsEqSUWDVpynh1xP2Y1VI-bwiSukAktU,0,,https://timestamp.arweave.net,https://www.ao.link/#/entity/kJoPSaaetDWxNvta0H7TQ6PPsTo2226gdY99xJRS-Fc,https://www.ao.link/#/entity/OU48aJtcq3KjsEqSUWDVpynh1xP2Y1VI-bwiSukAktU
xn--alperkanlkuyu-cbc,nLb7Jq78ZCUmkSNfV2-i6HG0EeZEPtSClesgbzLeXxo,-C5AiYcMmrOFHrnQwhJg1Xtzhz23T0zNB0ACge1otHs,0,,https://xn--alperkanlkuyu-cbc.arweave.net,https://www.ao.link/#/entity/nLb7Jq78ZCUmkSNfV2-i6HG0EeZEPtSClesgbzLeXxo,https://www.ao.link/#/entity/-C5AiYcMmrOFHrnQwhJg1Xtzhz23T0zNB0ACge1otHs
arweave-name-system,pkjqT5c_dlQfs4Suguyp1KdUc6Crwn-5Rk-pYYC1Vz4,N4h8M9A9hasa3tF47qQyNvcKjm4APBKuFs7vqUVm-SI,0,,https://arweave-name-system.arweave.net,https://www.ao.link/#/entity/pkjqT5c_dlQfs4Suguyp1KdUc6Crwn-5Rk-pYYC1Vz4,https://www.ao.link/#/entity/N4h8M9A9hasa3tF47qQyNvcKjm4APBKuFs7vqUVm-SI
ferergwergwergergwergwegewrgweg,xy5ewbTO8JYkdOv6UuAk8o4Zr4TLvmT1cCqSMcyUnVc,7waR8v4STuwPnTck1zFVkQqJh5K9q9Zik4Y5-5dV7nk,0,,https://ferergwergwergergwergwegewrgweg.arweave.net,https://www.ao.link/#/entity/xy5ewbTO8JYkdOv6UuAk8o4Zr4TLvmT1cCqSMcyUnVc,https://www.ao.link/#/entity/7waR8v4STuwPnTck1zFVkQqJh5K9q9Zik4Y5-5dV7nk
gobbledey-gook1234567,RfReXJ1ZJCdCJq0PRvL0JzYEZsyNCWB0aLqGqI__-Dg,QGWqtJdLLgm2ehFWiiPzMaoFLD50CnGuzZIPEdoDRGQ,0,,https://gobbledey-gook1234567.arweave.net,https://www.ao.link/#/entity/RfReXJ1ZJCdCJq0PRvL0JzYEZsyNCWB0aLqGqI__-Dg,https://www.ao.link/#/entity/QGWqtJdLLgm2ehFWiiPzMaoFLD50CnGuzZIPEdoDRGQ
testing-testing-123,FTuclTOafEgI8HaDIh6RjJ048M20K2L2PNDvXmi4CbA,OU48aJtcq3KjsEqSUWDVpynh1xP2Y1VI-bwiSukAktU,0,,https://testing-testing-123.arweave.net,https://www.ao.link/#/entity/FTuclTOafEgI8HaDIh6RjJ048M20K2L2PNDvXmi4CbA,https://www.ao.link/#/entity/OU48aJtcq3KjsEqSUWDVpynh1xP2Y1VI-bwiSukAktU
network-portal,N2T8zUZCGWosR_4B_YZPvbYGTSTKA4OV-zwrtTqEXSg,N4h8M9A9hasa3tF47qQyNvcKjm4APBKuFs7vqUVm-SI,0,,https://network-portal.arweave.net,https://www.ao.link/#/entity/N2T8zUZCGWosR_4B_YZPvbYGTSTKA4OV-zwrtTqEXSg,https://www.ao.link/#/entity/N4h8M9A9hasa3tF47qQyNvcKjm4APBKuFs7vqUVm-SI
sivaslitorkuuu,eP_-nvQe60yDED0InHYW46CJuMT_rn-Wn-6kHRn6eGw,rHZLhdsXk8NOepTZwNwcBKq_vO3nSpG9kMAqoVZpJZ0,0,,https://sivaslitorkuuu.arweave.net,https://www.ao.link/#/entity/eP_-nvQe60yDED0InHYW46CJuMT_rn-Wn-6kHRn6eGw,https://www.ao.link/#/entity/rHZLhdsXk8NOepTZwNwcBKq_vO3nSpG9kMAqoVZpJZ0
itsfiveoclocksomewhere,l9O76B0DhfGVjoaZB8XeQQt3xmvUL1lfSZ2F2MrFW1U,_uJPiyswvBunRS_e7mPebqHeaY750SMBrga-NyovhSg,0,,https://itsfiveoclocksomewhere.arweave.net,https://www.ao.link/#/entity/l9O76B0DhfGVjoaZB8XeQQt3xmvUL1lfSZ2F2MrFW1U,https://www.ao.link/#/entity/_uJPiyswvBunRS_e7mPebqHeaY750SMBrga-NyovhSg
bojanmarko,xVQCFT6ctEYTxhtJvTYpCHMQTU_Blqe4BYhe2h_BYe4,cSSmABifu5RIRONaQwhE4ZfKhIkV8TKE3Jh21L8aq0c,0,,https://bojanmarko.arweave.net,https://www.ao.link/#/entity/xVQCFT6ctEYTxhtJvTYpCHMQTU_Blqe4BYhe2h_BYe4,https://www.ao.link/#/entity/cSSmABifu5RIRONaQwhE4ZfKhIkV8TKE3Jh21L8aq0c
sheynara,ZZRmSsnKVG-s1B_VmJaBDNyYt_FjdgSKMf6Oz0m6u4c,eWIndWPgafim4UZh4pKCQGrA820gbas7_flQUYfTxi4,0,,https://sheynara.arweave.net,https://www.ao.link/#/entity/ZZRmSsnKVG-s1B_VmJaBDNyYt_FjdgSKMf6Oz0m6u4c,https://www.ao.link/#/entity/eWIndWPgafim4UZh4pKCQGrA820gbas7_flQUYfTxi4
a-new-era,zbGEO4pFus5sOnm-fcSe4ztz_OzOx5HIAjTElW6Tsc0,XX4ssz8MKbXvbVXhBRl84TWDDwkkme96lMkjpL7IpXs,0,,https://a-new-era.arweave.net,https://www.ao.link/#/entity/zbGEO4pFus5sOnm-fcSe4ztz_OzOx5HIAjTElW6Tsc0,https://www.ao.link/#/entity/XX4ssz8MKbXvbVXhBRl84TWDDwkkme96lMkjpL7IpXs
areweeeve,oPuN2k_MBglnMtEDEd0XmVtq-ofWkMSPY8mVjdW-058,EUc8hlu2jMeMRC8rF14OMJ8k5jZ9Mu-eAidjw_a5Vtw,0,,https://areweeeve.arweave.net,https://www.ao.link/#/entity/oPuN2k_MBglnMtEDEd0XmVtq-ofWkMSPY8mVjdW-058,https://www.ao.link/#/entity/EUc8hlu2jMeMRC8rF14OMJ8k5jZ9Mu-eAidjw_a5Vtw
erenyanik12345,-7u1lBlIlfcMyses6QOYPwTFJgp5P42l8Uy83n_IJa4,PE0gBR0wwHlNA4k4He0K3iYc-EKPqjgm7dG65T9pNiw,0,,https://erenyanik12345.arweave.net,https://www.ao.link/#/entity/-7u1lBlIlfcMyses6QOYPwTFJgp5P42l8Uy83n_IJa4,https://www.ao.link/#/entity/PE0gBR0wwHlNA4k4He0K3iYc-EKPqjgm7dG65T9pNiw
mandalin4774,3qZD58T4rSWTN1CNK9W4Yb3uFQiBXdw71Vl2Ngfh5xk,cSSmABifu5RIRONaQwhE4ZfKhIkV8TKE3Jh21L8aq0c,0,,https://mandalin4774.arweave.net,https://www.ao.link/#/entity/3qZD58T4rSWTN1CNK9W4Yb3uFQiBXdw71Vl2Ngfh5xk,https://www.ao.link/#/entity/cSSmABifu5RIRONaQwhE4ZfKhIkV8TKE3Jh21L8aq0c
themagnificent,m5qxHEGlK__jCz-Am82sndh_AbJJ5VUT9idIfIv5vsQ,F3_DMBJqgFJig5NqnKWKw3krNdk1bifNdyacdZ3QMac,0,,https://themagnificent.arweave.net,https://www.ao.link/#/entity/m5qxHEGlK__jCz-Am82sndh_AbJJ5VUT9idIfIv5vsQ,https://www.ao.link/#/entity/F3_DMBJqgFJig5NqnKWKw3krNdk1bifNdyacdZ3QMac
document,46k2swk4wqP03AFnyxUCumtX_YYuDrCu8b8lL5Ms3oU,ciQ7RQ8QPPv3bGoMfN2SlYIr0n8ZDLZ7_aDW-hM9pLQ,0,,https://document.arweave.net,https://www.ao.link/#/entity/46k2swk4wqP03AFnyxUCumtX_YYuDrCu8b8lL5Ms3oU,https://www.ao.link/#/entity/ciQ7RQ8QPPv3bGoMfN2SlYIr0n8ZDLZ7_aDW-hM9pLQ
0xagletdoteth,SM5m0gfPcDEirzBWrH_kaTIt6BbE0kG8EN9OjAjjkN4,lKjRho7f0ejWDTKQdc1tElqF2RV-jlVp3JPR1vqLqmw,0,,https://0xagletdoteth.arweave.net,https://www.ao.link/#/entity/SM5m0gfPcDEirzBWrH_kaTIt6BbE0kG8EN9OjAjjkN4,https://www.ao.link/#/entity/lKjRho7f0ejWDTKQdc1tElqF2RV-jlVp3JPR1vqLqmw
permadao,B2ljcyTm9IkFu-h3vluNqHFrJ7J1WcMWf56lOTHEJ3U,RxXveA7kNveQbhzPiidvSybP6ikwMYMzYQW3IQ50Xcc,0,,https://permadao.arweave.net,https://www.ao.link/#/entity/B2ljcyTm9IkFu-h3vluNqHFrJ7J1WcMWf56lOTHEJ3U,https://www.ao.link/#/entity/RxXveA7kNveQbhzPiidvSybP6ikwMYMzYQW3IQ50Xcc
telegram,Mhb7WvmFrZCKC43fd4pifVOE9hlbf1r7uP-TFDkOXZk,XOXxc-49xz_ElNmMed58mmEn-rn-yFEDYhEsDsPKAwg,0,,https://telegram.arweave.net,https://www.ao.link/#/entity/Mhb7WvmFrZCKC43fd4pifVOE9hlbf1r7uP-TFDkOXZk,https://www.ao.link/#/entity/XOXxc-49xz_ElNmMed58mmEn-rn-yFEDYhEsDsPKAwg
pavarotti,1OXzhtq665mahE-JoDHhrISXYszzJFgzd6-t64Dntg0,h7wP8NjoGkJTdLXC6kwS6fLTNgfeYbZr9YoED5NFQX0,0,,https://pavarotti.arweave.net,https://www.ao.link/#/entity/1OXzhtq665mahE-JoDHhrISXYszzJFgzd6-t64Dntg0,https://www.ao.link/#/entity/h7wP8NjoGkJTdLXC6kwS6fLTNgfeYbZr9YoED5NFQX0
megabyte,-vIv3OfB4wVsLLp8DGrKYqmYMFf_lM1brsIAzzkfpDA,FDUH0kZ9McNtpAx3gXTQcMR4dMUTJ1fZU_10JM1Yw4M,0,,https://megabyte.arweave.net,https://www.ao.link/#/entity/-vIv3OfB4wVsLLp8DGrKYqmYMFf_lM1brsIAzzkfpDA,https://www.ao.link/#/entity/FDUH0kZ9McNtpAx3gXTQcMR4dMUTJ1fZU_10JM1Yw4M
lksjdlksdjds4dsd4sdsd4,GEGrTxgpO3pjqJpZ-9LTLfCxOurIr7B-9HNj7fTycdw,unknown,unknown,,https://lksjdlksdjds4dsd4sdsd4.arweave.net,https://www.ao.link/#/entity/GEGrTxgpO3pjqJpZ-9LTLfCxOurIr7B-9HNj7fTycdw,unknown
omphalos,Tomt_BCsr0yXyEftf4u7cXhekCHMH3WXJwyrtPLJjhg,7waR8v4STuwPnTck1zFVkQqJh5K9q9Zik4Y5-5dV7nk,0,,https://omphalos.arweave.net,https://www.ao.link/#/entity/Tomt_BCsr0yXyEftf4u7cXhekCHMH3WXJwyrtPLJjhg,https://www.ao.link/#/entity/7waR8v4STuwPnTck1zFVkQqJh5K9q9Zik4Y5-5dV7nk
justdaoit,p5_sBv3AMMqZLwl9aU6niDaQnicqWzZhr0PZroNlLMQ,_izWq_r55uJyHnWi-GZJUnU6BZBf3UHBnwWt26ReLzM,0,,https://justdaoit.arweave.net,https://www.ao.link/#/entity/p5_sBv3AMMqZLwl9aU6niDaQnicqWzZhr0PZroNlLMQ,https://www.ao.link/#/entity/_izWq_r55uJyHnWi-GZJUnU6BZBf3UHBnwWt26ReLzM
goldsky,MwZKBUmTJ7x-pO2Fj38O3WmARCX3krPG_YJjTYdBlks,7waR8v4STuwPnTck1zFVkQqJh5K9q9Zik4Y5-5dV7nk,0,,https://goldsky.arweave.net,https://www.ao.link/#/entity/MwZKBUmTJ7x-pO2Fj38O3WmARCX3krPG_YJjTYdBlks,https://www.ao.link/#/entity/7waR8v4STuwPnTck1zFVkQqJh5K9q9Zik4Y5-5dV7nk
test-123123123123123123123123123,lPkM4Z2h89GFnCoHxFmMPS79LwQLI850U6UEl0KkVbA,7waR8v4STuwPnTck1zFVkQqJh5K9q9Zik4Y5-5dV7nk,0,,https://test-123123123123123123123123123.arweave.net,https://www.ao.link/#/entity/lPkM4Z2h89GFnCoHxFmMPS79LwQLI850U6UEl0KkVbA,https://www.ao.link/#/entity/7waR8v4STuwPnTck1zFVkQqJh5K9q9Zik4Y5-5dV7nk
dasanode,7wxkDFu_19pdsWAjKCjZZWHJJe8FrfeqnZodf1udUlo,ZNsUG7VnUdL8-jAChetRPbGwfwD4RFDU1_jA0bsFzLc,0,,https://dasanode.arweave.net,https://www.ao.link/#/entity/7wxkDFu_19pdsWAjKCjZZWHJJe8FrfeqnZodf1udUlo,https://www.ao.link/#/entity/ZNsUG7VnUdL8-jAChetRPbGwfwD4RFDU1_jA0bsFzLc
quartz2,xyd2UITdGSSgBxCSrov0-ttUAZ_pOyVQWr-rOM0QPzw,N4h8M9A9hasa3tF47qQyNvcKjm4APBKuFs7vqUVm-SI,2,,https://quartz2.arweave.net,https://www.ao.link/#/entity/xyd2UITdGSSgBxCSrov0-ttUAZ_pOyVQWr-rOM0QPzw,https://www.ao.link/#/entity/N4h8M9A9hasa3tF47qQyNvcKjm4APBKuFs7vqUVm-SI
blogs,mMAfp0SG1hHazjgk5KcHP-VjcG8-LOp8N1MpPZzA6CI,7waR8v4STuwPnTck1zFVkQqJh5K9q9Zik4Y5-5dV7nk,0,,https://blogs.arweave.net,https://www.ao.link/#/entity/mMAfp0SG1hHazjgk5KcHP-VjcG8-LOp8N1MpPZzA6CI,https://www.ao.link/#/entity/7waR8v4STuwPnTck1zFVkQqJh5K9q9Zik4Y5-5dV7nk
thelordoftherings,Fo6FdU-hr03dBNHN3DGg4_US8Z40PFmuqjY_PkgCUCI,zFBm5PN2a8AFoDivZ4cBOmspBiENWBdXz15rEXpGxC4,0,,https://thelordoftherings.arweave.net,https://www.ao.link/#/entity/Fo6FdU-hr03dBNHN3DGg4_US8Z40PFmuqjY_PkgCUCI,https://www.ao.link/#/entity/zFBm5PN2a8AFoDivZ4cBOmspBiENWBdXz15rEXpGxC4
privacy,DDLc2If_O7Jkh6xvX_QBKVsDHc7oPXxJhYwGzbguHX0,zwYLgYCdECfO4S62oBMJXhvkVFL--24qJCa5E_-BnGM,0,,https://privacy.arweave.net,https://www.ao.link/#/entity/DDLc2If_O7Jkh6xvX_QBKVsDHc7oPXxJhYwGzbguHX0,https://www.ao.link/#/entity/zwYLgYCdECfO4S62oBMJXhvkVFL--24qJCa5E_-BnGM
erenyanik1234,dxGkkcbduEYglxqGh1-qbUDVrxIaD_mQqIWoJzSwr68,PE0gBR0wwHlNA4k4He0K3iYc-EKPqjgm7dG65T9pNiw,0,,https://erenyanik1234.arweave.net,https://www.ao.link/#/entity/dxGkkcbduEYglxqGh1-qbUDVrxIaD_mQqIWoJzSwr68,https://www.ao.link/#/entity/PE0gBR0wwHlNA4k4He0K3iYc-EKPqjgm7dG65T9pNiw
0xsav-xyz,qcjFwsIk1KNVrs8iCzVJpS45nVYd07Gf1JiKUpgTnK4,1gQCULHEJg2dryFHqRvqHpy0TYC39xu0Vm6XImGsJn0,0,,https://0xsav-xyz.arweave.net,https://www.ao.link/#/entity/qcjFwsIk1KNVrs8iCzVJpS45nVYd07Gf1JiKUpgTnK4,https://www.ao.link/#/entity/1gQCULHEJg2dryFHqRvqHpy0TYC39xu0Vm6XImGsJn0
musik,nYxZyajrVnL5AQM7ZxaGUmyXx7nin2asTfrCFod9bGk,N4h8M9A9hasa3tF47qQyNvcKjm4APBKuFs7vqUVm-SI,0,,https://musik.arweave.net,https://www.ao.link/#/entity/nYxZyajrVnL5AQM7ZxaGUmyXx7nin2asTfrCFod9bGk,https://www.ao.link/#/entity/N4h8M9A9hasa3tF47qQyNvcKjm4APBKuFs7vqUVm-SI
atticus,AEHwlabQkCuw1RNTNiJFXE5RoF82nGJZJ8C-A9qDq-k,7waR8v4STuwPnTck1zFVkQqJh5K9q9Zik4Y5-5dV7nk,0,,https://atticus.arweave.net,https://www.ao.link/#/entity/AEHwlabQkCuw1RNTNiJFXE5RoF82nGJZJ8C-A9qDq-k,https://www.ao.link/#/entity/7waR8v4STuwPnTck1zFVkQqJh5K9q9Zik4Y5-5dV7nk
hockeyshits,OOrTXhDKslFUcB1k8Ht7KMcZ9eeSj1DSNRT8vQ0s0Cc,7waR8v4STuwPnTck1zFVkQqJh5K9q9Zik4Y5-5dV7nk,0,,https://hockeyshits.arweave.net,https://www.ao.link/#/entity/OOrTXhDKslFUcB1k8Ht7KMcZ9eeSj1DSNRT8vQ0s0Cc,https://www.ao.link/#/entity/7waR8v4STuwPnTck1zFVkQqJh5K9q9Zik4Y5-5dV7nk
dtf,j2CetgCJlRhiuoqtxEWkXjaaar-KvxqI3i8d0K7Grqo,ZjmB2vEUlHlJ7-rgJkYP09N5IzLPhJyStVrK5u9dDEo,0,,https://dtf.arweave.net,https://www.ao.link/#/entity/j2CetgCJlRhiuoqtxEWkXjaaar-KvxqI3i8d0K7Grqo,https://www.ao.link/#/entity/ZjmB2vEUlHlJ7-rgJkYP09N5IzLPhJyStVrK5u9dDEo
cloudy,9_hpPfZl46K_FP8elJbu7sk06L3C_PDKZQ2qIcjMDaM,9jfM0uzGNc9Mkhjo1ixGoqM7ygSem9wx_EokiVgi0Bs,0,,https://cloudy.arweave.net,https://www.ao.link/#/entity/9_hpPfZl46K_FP8elJbu7sk06L3C_PDKZQ2qIcjMDaM,https://www.ao.link/#/entity/9jfM0uzGNc9Mkhjo1ixGoqM7ygSem9wx_EokiVgi0Bs
home2,zUbuzmOofj6UIQGME0jRzZ6ZzWztbjzqJCr0hnh37iw,9jfM0uzGNc9Mkhjo1ixGoqM7ygSem9wx_EokiVgi0Bs,0,,https://home2.arweave.net,https://www.ao.link/#/entity/zUbuzmOofj6UIQGME0jRzZ6ZzWztbjzqJCr0hnh37iw,https://www.ao.link/#/entity/9jfM0uzGNc9Mkhjo1ixGoqM7ygSem9wx_EokiVgi0Bs
gi-argen,cYYNtfF4CCdrFYHXAEj1_8UYsS60lvMeQ3bqfzGS-_c,9jfM0uzGNc9Mkhjo1ixGoqM7ygSem9wx_EokiVgi0Bs,0,,https://gi-argen.arweave.net,https://www.ao.link/#/entity/cYYNtfF4CCdrFYHXAEj1_8UYsS60lvMeQ3bqfzGS-_c,https://www.ao.link/#/entity/9jfM0uzGNc9Mkhjo1ixGoqM7ygSem9wx_EokiVgi0Bs
we-will-we-will-rock-you,CdXz3htNEv9mJ8Iw9a8Ehg4ucUGhPE6ezWRa3cTfI9M,iKryOeZQMONi2965nKz528htMMN_sBcjlhc-VncoRjA,0,,https://we-will-we-will-rock-you.arweave.net,https://www.ao.link/#/entity/CdXz3htNEv9mJ8Iw9a8Ehg4ucUGhPE6ezWRa3cTfI9M,https://www.ao.link/#/entity/iKryOeZQMONi2965nKz528htMMN_sBcjlhc-VncoRjA
home,KZKT8syHJTA-LP3iDWwOr1rUQVbG9pIplpu5o2Ji-ik,9jfM0uzGNc9Mkhjo1ixGoqM7ygSem9wx_EokiVgi0Bs,0,,https://home.arweave.net,https://www.ao.link/#/entity/KZKT8syHJTA-LP3iDWwOr1rUQVbG9pIplpu5o2Ji-ik,https://www.ao.link/#/entity/9jfM0uzGNc9Mkhjo1ixGoqM7ygSem9wx_EokiVgi0Bs
pochoclo,0eWWVUr784o-1IuTWJI6qLPTlxVO_eUow5vBABtVP-4,9jfM0uzGNc9Mkhjo1ixGoqM7ygSem9wx_EokiVgi0Bs,0,,https://pochoclo.arweave.net,https://www.ao.link/#/entity/0eWWVUr784o-1IuTWJI6qLPTlxVO_eUow5vBABtVP-4,https://www.ao.link/#/entity/9jfM0uzGNc9Mkhjo1ixGoqM7ygSem9wx_EokiVgi0Bs
bionica,3Gg8v0J8SrCRgqLWVj8XQ59CnAm6Ie5306Zcj1Ma8j8,9jfM0uzGNc9Mkhjo1ixGoqM7ygSem9wx_EokiVgi0Bs,0,,https://bionica.arweave.net,https://www.ao.link/#/entity/3Gg8v0J8SrCRgqLWVj8XQ59CnAm6Ie5306Zcj1Ma8j8,https://www.ao.link/#/entity/9jfM0uzGNc9Mkhjo1ixGoqM7ygSem9wx_EokiVgi0Bs
dylan,EY3TU_B8pr2EVoMEiSM-tkAwZo1oTkyGE-PvawXTChc,ZjmB2vEUlHlJ7-rgJkYP09N5IzLPhJyStVrK5u9dDEo,0,,https://dylan.arweave.net,https://www.ao.link/#/entity/EY3TU_B8pr2EVoMEiSM-tkAwZo1oTkyGE-PvawXTChc,https://www.ao.link/#/entity/ZjmB2vEUlHlJ7-rgJkYP09N5IzLPhJyStVrK5u9dDEo
quartz1,2b08WiXKuFcJE9ed_mR23PFbpkuHgVdOHy-32sr2nVE,N4h8M9A9hasa3tF47qQyNvcKjm4APBKuFs7vqUVm-SI,0,true,https://quartz1.arweave.net,https://www.ao.link/#/entity/2b08WiXKuFcJE9ed_mR23PFbpkuHgVdOHy-32sr2nVE,https://www.ao.link/#/entity/N4h8M9A9hasa3tF47qQyNvcKjm4APBKuFs7vqUVm-SI
doorman,c4Gwrkbi-K1V6XyXWazHC-uZPaoO_8as8wZzm9207ss,jt19WluLXKr9lcostp_XNmXRmpdxM4VwmXbmyDLoyNM,0,,https://doorman.arweave.net,https://www.ao.link/#/entity/c4Gwrkbi-K1V6XyXWazHC-uZPaoO_8as8wZzm9207ss,https://www.ao.link/#/entity/jt19WluLXKr9lcostp_XNmXRmpdxM4VwmXbmyDLoyNM
undefined,_cYlKEs4_R8y3ANW9-N6h3pjOPuzOjom5xgxvRptlS4,7waR8v4STuwPnTck1zFVkQqJh5K9q9Zik4Y5-5dV7nk,0,,https://undefined.arweave.net,https://www.ao.link/#/entity/_cYlKEs4_R8y3ANW9-N6h3pjOPuzOjom5xgxvRptlS4,https://www.ao.link/#/entity/7waR8v4STuwPnTck1zFVkQqJh5K9q9Zik4Y5-5dV7nk
eth-node-map,7KKATdvzO4dIRg9dUQDvz7_4uxDOGOXDSW4RFyei2ZU,cTAjCmyteUycFexytR8s8xJ8y6UhYjN6qNFTqVXny-c,0,,https://eth-node-map.arweave.net,https://www.ao.link/#/entity/7KKATdvzO4dIRg9dUQDvz7_4uxDOGOXDSW4RFyei2ZU,https://www.ao.link/#/entity/cTAjCmyteUycFexytR8s8xJ8y6UhYjN6qNFTqVXny-c
joose,0JStxBpBBDHscNhJKfWF-AKjv5nXityOg1I1ejMZS3E,ZjmB2vEUlHlJ7-rgJkYP09N5IzLPhJyStVrK5u9dDEo,0,,https://joose.arweave.net,https://www.ao.link/#/entity/0JStxBpBBDHscNhJKfWF-AKjv5nXityOg1I1ejMZS3E,https://www.ao.link/#/entity/ZjmB2vEUlHlJ7-rgJkYP09N5IzLPhJyStVrK5u9dDEo
mercurius,Fb52Pt8oKlQ47a42LnrqSOBzeZ9wFCRwxZFOvyI4NzU,7waR8v4STuwPnTck1zFVkQqJh5K9q9Zik4Y5-5dV7nk,0,,https://mercurius.arweave.net,https://www.ao.link/#/entity/Fb52Pt8oKlQ47a42LnrqSOBzeZ9wFCRwxZFOvyI4NzU,https://www.ao.link/#/entity/7waR8v4STuwPnTck1zFVkQqJh5K9q9Zik4Y5-5dV7nk
ator-dashboard,9UpvN6H7sMo0vkuQeou3Ra0pZguWavtpt_8lfqPQlI8,jp0QaS_Zai2hGaB-yRvAIMEtodmH_iHr0drpZxAZQtU,0,,https://ator-dashboard.arweave.net,https://www.ao.link/#/entity/9UpvN6H7sMo0vkuQeou3Ra0pZguWavtpt_8lfqPQlI8,https://www.ao.link/#/entity/jp0QaS_Zai2hGaB-yRvAIMEtodmH_iHr0drpZxAZQtU
gatewaystatus,wGGXt1M7wDModSWHs8KlY9zPAUpueH6ydjS5sFuT1ug,s4JPHqCNvdVspEYm_BGd8SIRzVvsj9e4bMFcSnnRG5Q,0,,https://gatewaystatus.arweave.net,https://www.ao.link/#/entity/wGGXt1M7wDModSWHs8KlY9zPAUpueH6ydjS5sFuT1ug,https://www.ao.link/#/entity/s4JPHqCNvdVspEYm_BGd8SIRzVvsj9e4bMFcSnnRG5Q
tufan55,qYn9BQSwllxGUa7L3AHW1AhOILv18miatqHJCnFhMxE,PQ8xSukxl8hFgP8wwGQBvCAJpevAmjfNVsH8TORJeEM,0,,https://tufan55.arweave.net,https://www.ao.link/#/entity/qYn9BQSwllxGUa7L3AHW1AhOILv18miatqHJCnFhMxE,https://www.ao.link/#/entity/PQ8xSukxl8hFgP8wwGQBvCAJpevAmjfNVsH8TORJeEM
gi-arg,giH300O1d4ny5q5Bfe5advWfSKpKQqhbdg1v3K3uf7w,9jfM0uzGNc9Mkhjo1ixGoqM7ygSem9wx_EokiVgi0Bs,0,,https://gi-arg.arweave.net,https://www.ao.link/#/entity/giH300O1d4ny5q5Bfe5advWfSKpKQqhbdg1v3K3uf7w,https://www.ao.link/#/entity/9jfM0uzGNc9Mkhjo1ixGoqM7ygSem9wx_EokiVgi0Bs
kahvenodes,L6SwRz6JlkJFgqZfi7pwmSo_iWMULgh7BevesbO4iJk,EUc8hlu2jMeMRC8rF14OMJ8k5jZ9Mu-eAidjw_a5Vtw,0,,https://kahvenodes.arweave.net,https://www.ao.link/#/entity/L6SwRz6JlkJFgqZfi7pwmSo_iWMULgh7BevesbO4iJk,https://www.ao.link/#/entity/EUc8hlu2jMeMRC8rF14OMJ8k5jZ9Mu-eAidjw_a5Vtw
scripture,KMZJESkAVvnPcnXyZtSvJdBXaNn2NQ0YgG8i92_HXhA,7oqF5rsBLc8MqWnrOHloVjixlbpfT7IdFqRQfyaNLOg,0,,https://scripture.arweave.net,https://www.ao.link/#/entity/KMZJESkAVvnPcnXyZtSvJdBXaNn2NQ0YgG8i92_HXhA,https://www.ao.link/#/entity/7oqF5rsBLc8MqWnrOHloVjixlbpfT7IdFqRQfyaNLOg
lasvegas,aMlXh7zmPYxhsOj0nGEcw53sStc14_x6Gq4IRA5FjWI,VpQbuBvi3_PDMH0-_bYnP69cqgC8gwJEwCCHrejHDTE,0,,https://lasvegas.arweave.net,https://www.ao.link/#/entity/aMlXh7zmPYxhsOj0nGEcw53sStc14_x6Gq4IRA5FjWI,https://www.ao.link/#/entity/VpQbuBvi3_PDMH0-_bYnP69cqgC8gwJEwCCHrejHDTE
permaverse,xEsX-SgllRSCahiq921sdnEai_YSvB75zZiHGh_V1V4,vRrw1H_bgr2gF_7dtrkVN6kjmtXkKAA4BwJH8JXE2ys,0,,https://permaverse.arweave.net,https://www.ao.link/#/entity/xEsX-SgllRSCahiq921sdnEai_YSvB75zZiHGh_V1V4,https://www.ao.link/#/entity/vRrw1H_bgr2gF_7dtrkVN6kjmtXkKAA4BwJH8JXE2ys
